"Ano";"UF";"Porte";"Instrumento";"tipo_operacao";"cnae_subclasse";"Valor_Contratado";"Valor_Desembolsado"
2026;" CE";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";110000;0
2026;" MG";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";5870000;0
2026;" PE";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";230000;0
2026;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";4647500;0
2026;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";5637939;0
2026;" SC";"MÉDIA";"PROGRAMA BNDES MAIS INOVAÇÃO";"Automáticas (Indiretas)";"2451";2814588;0
2026;" SP";"MÉDIA";"PROGRAMA BNDES MAIS INOVAÇÃO";"Automáticas (Indiretas)";"2451";1330702;0
2025;" CE";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";400000;400000
2025;" MG";"GRANDE";"PROGRAMA BNDES BRASIL SOBERANO";"Automáticas (Indiretas)";"2451";70000000;70000000
2025;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1450000;1450000
2025;" MG";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";5150000;2200000
2025;" RJ";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";1800000;1800000
2025;" RS";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";5000000;5000000
2025;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2790484;2790484
2025;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";3761500;3761500
2025;" SC";"MÉDIA";"PROGRAMA BNDES BRASIL SOBERANO";"Automáticas (Indiretas)";"2451";2000000;2000000
2025;" SP";"GRANDE";"PROGRAMA BNDES BRASIL SOBERANO";"Automáticas (Indiretas)";"2451";60000000;60000000
2025;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";370570;0
2025;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";1117000;600000
2025;" SP";"MÉDIA";"PROGRAMA BNDES BRASIL SOBERANO";"Automáticas (Indiretas)";"2451";25000000;25000000
2025;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";190000;190000
2024;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";12410000;11195000
2024;" PR";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";450000;419631
2024;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1417271;1415680
2024;" RS";"MÉDIA";"BNDES EMERGENCIAL  RIO GRANDE DO SUL";"Automáticas (Indiretas)";"2451";11870000;11870000
2024;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";569600;569600
2024;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";402000;402000
2024;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";500000;500000
2024;" SC";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";150000;150000
2024;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";472000;472000
2024;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";2230000;1891034
2024;" SP";"MÉDIA";"PROGRAMA BNDES MAIS INOVAÇÃO";"Automáticas (Indiretas)";"2451";4156200;4156200
2023;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";298000;298000
2023;" RS";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";1000000;999985
2023;" SC";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";350000;350000
2023;" SC";"PEQUENA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";550000;550000
2023;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1400000;1400000
2023;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";1700000;1700000
2023;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";280000;280000
2022;" GO";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";200000;200000
2022;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";535000;535000
2022;" PR";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1600000;1600000
2022;" RJ";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";183000;183000
2022;" RS";"GRANDE";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";18000000;18000000
2022;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";5144270;4691365
2022;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";188784;188784
2022;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";678750;678750
2022;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1000000;1000000
2022;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  MÁQUINAS 4.0";"Automáticas (Indiretas)";"2451";4769992;4769992
2022;" SP";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";700000;700000
2021;" MG";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";180000;180000
2021;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";287600;287600
2021;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2028312;2028312
2021;" SC";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";2000000;2000000
2021;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";6665000;6665000
2021;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";6511000;6511000
2021;" SP";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";2000000;2000000
2020;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";58900;58900
2020;" MG";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";350000;350000
2020;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";444000;444000
2020;" RS";"MÉDIA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";1000000;1000000
2020;" RS";"MÉDIA";"MATERIAIS INDUSTRIALIZADOS";"Automáticas (Indiretas)";"2451";700000;700000
2020;" SC";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";53500;53500
2020;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";148070;148070
2020;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2008125;2008125
2020;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";315000;315000
2019;" MG";"MICRO";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";110000;110000
2019;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";4461498;4461498
2019;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";440000;440000
2019;" PR";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";150000;150000
2019;" PR";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";500000;500000
2019;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2177730;2177730
2019;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2490400;2490400
2019;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1043233;1043233
2019;" SP";"PEQUENA";"LINHA CRÉDITO PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";144230;144230
2018;" GO";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";110000;110000
2018;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2000000;2000000
2018;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";50000;50000
2018;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1413500;1413500
2018;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";147500;147500
2018;" SC";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";229933;229933
2018;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";335696;335696
2018;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2034488;2034488
2017;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2512630;2512630
2017;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";200000;200000
2017;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";800000;800000
2017;" PR";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";550000;550000
2017;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";81580;81580
2017;" RS";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1730000;1730000
2017;" SC";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2850000;2850000
2017;" SC";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";200000;200000
2017;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1596000;1596000
2017;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1512000;1512000
2017;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";222998;222998
2017;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1700000;1700000
2016;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";868000;868000
2016;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";233200;233200
2016;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1300000;1300000
2016;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";159606;159606
2016;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2720000;2720000
2016;" SC";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";196800;196800
2016;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1040000;1040000
2016;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";801500;801500
2016;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";209999;209999
2015;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";606712;606712
2015;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1760446;1760446
2015;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";309320;309320
2015;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";47207;47207
2015;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";377323;377323
2015;" MS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";53550;53550
2015;" PR";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";210000;210000
2015;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";53500;53500
2015;" RS";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2000000;2000000
2015;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";536900;536900
2015;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";4445175;2667105
2015;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";148204;148204
2015;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";17613;17613
2015;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3279987;3279987
2015;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";50000;50000
2015;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";65030;65030
2015;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1316500;1316500
2015;" SP";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";65000;65000
2015;" SP";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";118300;118300
2015;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1000000;1000000
2015;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";834000;834000
2014;" CE";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";189600;189600
2014;" ES";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";544000;544000
2014;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1263209;1263209
2014;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";100000;100000
2014;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2140778;2140778
2014;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";135000;135000
2014;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3340066;3340066
2014;" PR";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";500000;500000
2014;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2592300;2592300
2014;" PR";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";226800;226800
2014;" RJ";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";135000;135000
2014;" RJ";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";64000;64000
2014;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";105400;105400
2014;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";900460;900460
2014;" RS";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1000000;1000000
2014;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";327285;327285
2014;" RS";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";38400;38400
2014;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1530650;1530650
2014;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";8184568;8184568
2014;" SC";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";140700;140700
2014;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";546000;546000
2014;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";996074;996074
2014;" SC";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";490300;490300
2014;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";8328972;5334400
2014;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";279000;279000
2014;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";631858;631858
2014;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";614754;613497
2014;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2322175;2322175
2014;" SP";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";540400;540400
2014;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";103000;103000
2014;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";68000;68000
2014;" SP";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";381600;381600
2013;" CE";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";284200;284200
2013;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";853180;853180
2013;" MG";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";239000;239000
2013;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2300000;2300000
2013;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3419474;3419474
2013;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";750000;750000
2013;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";5054870;5054870
2013;" MG";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";18600;18600
2013;" PR";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";387000;387000
2013;" PR";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";93500;93500
2013;" RJ";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";186000;186000
2013;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";26084490;26084490
2013;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";376500;376500
2013;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1839000;1839000
2013;" RS";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";88000;88000
2013;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1150000;1150000
2013;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";9762482;9762482
2013;" SC";"GRANDE";"BNDES GIRO";"Automáticas (Indiretas)";"2451";19500000;19500000
2013;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";7222575;6868919
2013;" SC";"MICRO";"BNDES PER BR - Equalizado";"Automáticas (Indiretas)";"2451";100000;100000
