"Ano";"UF";"Porte";"Instrumento";"tipo_operacao";"cnae_subclasse";"Valor_Contratado";"Valor_Desembolsado"
2013;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";632713;632713
2013;" SC";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";141000;141000
2013;" SC";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2600000;2600000
2013;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1282350;1282350
2013;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1883160;1883160
2013;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";6546150;6546150
2013;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";255500;255500
2013;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";330000;330000
2013;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";5247000;5247000
2013;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";4807585;4807585
2013;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";400000;400000
2013;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";734280;734280
2013;" SP";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";478000;478000
2012;" AL";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";29680;29680
2012;" AL";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";573261;545701
2012;" CE";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";203120;203120
2012;" GO";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";148400;148400
2012;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";887400;887400
2012;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";498400;498400
2012;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1205445;1205445
2012;" MG";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";379030;379030
2012;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";172800;172800
2012;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";4500000;4500000
2012;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";4179310;4169310
2012;" MG";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";309000;309000
2012;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";169200;169200
2012;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";3574000;3574000
2012;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";646343;646343
2012;" MG";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";460000;460000
2012;" MS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";94500;94500
2012;" PE";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";571725;571725
2012;" PR";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";26882922;26882630
2012;" PR";"GRANDE";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";150500;150500
2012;" PR";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";258725;258725
2012;" PR";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";155200;155200
2012;" PR";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2012;" PR";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";434000;434000
2012;" PR";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";900000;900000
2012;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";678509;678509
2012;" RJ";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";12500;12500
2012;" RO";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";60000;60000
2012;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";735625;735625
2012;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";5725446;5725446
2012;" RS";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";448000;448000
2012;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";212400;212400
2012;" RS";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2400000;2400000
2012;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";5291500;5291500
2012;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1550000;1550000
2012;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3390333;3390333
2012;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";555000;555000
2012;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";10407110;10407110
2012;" SC";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";300000;300000
2012;" SC";"MICRO";"BNDES PER BR - Equalizado";"Automáticas (Indiretas)";"2451";40000;40000
2012;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";749800;749800
2012;" SC";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";230000;230000
2012;" SC";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";500000;500000
2012;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2059641;2059641
2012;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";900000;900000
2012;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";839160;839160
2012;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";13625000;13625000
2012;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";85370;85370
2012;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";146997;146997
2012;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";8155500;8155500
2012;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3202829;3202829
2012;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1820000;1820000
2012;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3017331;3017331
2011;" CE";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";412250;412250
2011;" CE";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";635200;635200
2011;" ES";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";180000;180000
2011;" MA";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";7654010;4592406
2011;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1951025;1923525
2011;" MG";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO  ÔNIBUS E CAMINHÃO";"Automáticas (Indiretas)";"2451";10901;10901
2011;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1806983;1806983
2011;" MG";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";87199;87199
2011;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2021200;2021200
2011;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";80000;80000
2011;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1230000;1230000
2011;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1332513;1332513
2011;" MS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";153000;153000
2011;" PR";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";23264140;22929050
2011;" PR";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";550000;550000
2011;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1248000;1248000
2011;" RJ";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";111350;111350
2011;" RJ";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";439500;439500
2011;" RJ";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";177840;177840
2011;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";541778;541778
2011;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1698016;1636066
2011;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";456000;456000
2011;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";7301495;7301495
2011;" RS";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";2162000;2162000
2011;" RS";"PEQUENA";"MICRO, PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";500000;500000
2011;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2314631;2314406
2011;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";173000;173000
2011;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1826970;1784410
2011;" SC";"MICRO";"BNDES PER BR - Equalizado";"Automáticas (Indiretas)";"2451";620000;620000
2011;" SC";"MICRO";"MICRO, PEQUENAS E MÉDIAS EMPRESAS";"Automáticas (Indiretas)";"2451";329410;329410
2011;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";488980;488980
2011;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";26810;26810
2011;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1364809;1364809
2011;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1165161;1165161
2011;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";86030;86030
2011;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3103670;3103670
2011;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";396825;396825
2011;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1452820;1452820
2011;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";196200;196200
2011;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";10450151;10450151
2011;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";107000;107000
2011;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";950000;950000
2011;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1594898;1594898
2010;" CE";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";83000;83000
2010;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2556607;2556607
2010;" MG";"MICRO";"PROCAPCRED";"Automáticas (Indiretas)";"2451";10000;10000
2010;" MG";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";618400;618400
2010;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2997500;2997500
2010;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";400000;400000
2010;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3245758;3245758
2010;" PE";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";362100;362100
2010;" PR";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";16882786;14002786
2010;" PR";"GRANDE";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";104000;104000
2010;" PR";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";205631;205631
2010;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1510347;1510347
2010;" RJ";"MICRO";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";77500;77500
2010;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";18141333;17990408
2010;" RS";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";416500;416500
2010;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3829847;3829847
2010;" RS";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";182937;182937
2010;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";6023697;6016947
2010;" RS";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";103990;103990
2010;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";8400;8400
2010;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";5321422;1547154
2010;" SC";"GRANDE";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";80800;80800
2010;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1345325;1345325
2010;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";2681687;2579122
2010;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1595040;1595040
2010;" SC";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";52490;52490
2010;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";126005;126005
2010;" SP";"GRANDE";"PROCAPCRED";"Automáticas (Indiretas)";"2451";10000;10000
2010;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";5716689;5715387
2010;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";818104;801690
2010;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1000000;1000000
2010;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";10053368;10053368
2010;" SP";"MÉDIA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";76800;76800
2010;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";4172350;4172350
2010;" SP";"PEQUENA";"PSI - BK - Ônibus e Caminhão";"Automáticas (Indiretas)";"2451";109440;109440
2009;" ES";"MICRO";"PROCAPCRED";"Automáticas (Indiretas)";"2451";3300;3300
2009;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";261120;261120
2009;" MG";"GRANDE";"PEC BNDES";"Automáticas (Indiretas)";"2451";4000000;4000000
2009;" MG";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";376000;376000
2009;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1225000;1225000
2009;" MG";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";685000;685000
2009;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";194000;194000
2009;" MG";"PEQUENA";"PEC BNDES";"Automáticas (Indiretas)";"2451";70000;70000
2009;" MG";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";86230;86230
2009;" PR";"GRANDE";"PEC BNDES";"Automáticas (Indiretas)";"2451";4510000;4510000
2009;" PR";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";703600;703600
2009;" PR";"MICRO";"CAPACIDADE PRODUTIVA NA INDÚSTRIA,AGRICULTURA,COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";320000;320000
2009;" PR";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";95000;95000
2009;" PR";"PEQUENA";"PEC BNDES";"Automáticas (Indiretas)";"2451";500000;500000
2009;" PR";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";795290;795290
2009;" RJ";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";297500;297500
2009;" RJ";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1381250;1381250
2009;" RJ";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";60000;60000
2009;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";159019;159019
2009;" RS";"GRANDE";"INDÚSTRIA, AGROPECUÁRIA E INFRAESTRUTURA";"Automáticas (Indiretas)";"2451";9955140;5779200
2009;" RS";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";78928;78928
2009;" RS";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";13257244;13219518
2009;" RS";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";100000;100000
2009;" RS";"MICRO";"PROCAPCRED";"Automáticas (Indiretas)";"2451";31000;31000
2009;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2108977;2108977
2009;" RS";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";598500;598500
2009;" RS";"MÉDIA";"PEC BNDES";"Automáticas (Indiretas)";"2451";2280000;2280000
2009;" RS";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1885202;1885202
2009;" RS";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1047168;1047168
2009;" RS";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";320000;320000
2009;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";724010;724010
2009;" SC";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";453050;453050
2009;" SC";"MICRO";"BNDES REVITALIZA";"Automáticas (Indiretas)";"2451";50000;50000
2009;" SC";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";500000;500000
2009;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1129598;1129598
2009;" SC";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";3609709;3609709
2009;" SC";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1061093;1061093
2009;" SC";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";1075033;1075033
2009;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2361759;2361759
2009;" SP";"GRANDE";"PEC BNDES";"Automáticas (Indiretas)";"2451";5500000;5500000
2009;" SP";"GRANDE";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";11132430;11132430
2009;" SP";"MICRO";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";205000;205000
2009;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";436495;436495
2009;" SP";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";576000;576000
