"Ano";"UF";"Porte";"Instrumento";"tipo_operacao";"cnae_subclasse";"Valor_Contratado";"Valor_Desembolsado"
2009;" SP";"MÉDIA";"PEC BNDES";"Automáticas (Indiretas)";"2451";4750000;4750000
2009;" SP";"MÉDIA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";4785848;4785848
2009;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";110000;110000
2009;" SP";"PEQUENA";"PSI - BK - Demais Itens";"Automáticas (Indiretas)";"2451";189700;189700
2008;" BA";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";429660;429660
2008;" CE";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";110880;110880
2008;" GO";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";47700;47700
2008;" GO";"MICRO";"MODERMAQ";"Automáticas (Indiretas)";"2451";250000;250000
2008;" GO";"PEQUENA";"MODERMAQ";"Automáticas (Indiretas)";"2451";89100;89100
2008;" MG";"GRANDE";"AQUISIÇÃO DE BENS DE CAPITAL: INDÚSTRIA, COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";116000;87500
2008;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1272213;1272213
2008;" MG";"GRANDE";"CAPACIDADE PRODUTIVA NA INDÚSTRIA,AGRICULTURA,COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";8534000;8534000
2008;" MG";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";360000;360000
2008;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";125000;125000
2008;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1114372;1114372
2008;" MG";"MÉDIA";"BNDES FINAME MODERNIZA BK";"Automáticas (Indiretas)";"2451";308000;308000
2008;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1300000;1300000
2008;" MG";"MÉDIA";"CAPACIDADE PRODUTIVA NA INDÚSTRIA,AGRICULTURA,COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";4900000;4900000
2008;" MG";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";1075400;1075400
2008;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";130950;130950
2008;" MG";"PEQUENA";"MODERMAQ";"Automáticas (Indiretas)";"2451";49950;49950
2008;" MS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";216700;216700
2008;" PE";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";117000;117000
2008;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2768868;2768868
2008;" PR";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";2548458;2548458
2008;" PR";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";174296;174296
2008;" RJ";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";659250;659250
2008;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";915330;914850
2008;" RS";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";805600;805600
2008;" RS";"MICRO";"MODERMAQ";"Automáticas (Indiretas)";"2451";425965;425965
2008;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";503087;503087
2008;" RS";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";331994;331994
2008;" SC";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";220500;220500
2008;" SC";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";3198767;3198767
2008;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2025527;2025527
2008;" SC";"MÉDIA";"CAPACIDADE PRODUTIVA NA INDÚSTRIA,AGRICULTURA,COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";2171014;2123430
2008;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2008;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";12629244;12629244
2008;" SP";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";1269000;1269000
2008;" SP";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";541592;541592
2008;" SP";"MICRO";"MODERMAQ";"Automáticas (Indiretas)";"2451";321300;321300
2008;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1493100;1493100
2008;" SP";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";200000;200000
2008;" SP";"MÉDIA";"CAPACIDADE PRODUTIVA NA INDÚSTRIA,AGRICULTURA,COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";3021699;2879550
2008;" SP";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";43110;43110
2008;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";739900;739900
2008;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";290000;290000
2007;" GO";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";115920;115920
2007;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1362290;1362290
2007;" MG";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";1537538;1537538
2007;" MG";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";84600;84600
2007;" MG";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";2371551;2335601
2007;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";93000;93000
2007;" MG";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";120000;120000
2007;" MG";"PEQUENA";"MODERMAQ";"Automáticas (Indiretas)";"2451";455400;455400
2007;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";126000;126000
2007;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";4677724;4677724
2007;" PR";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";567000;567000
2007;" PR";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";7140000;7140000
2007;" PR";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";277940;277940
2007;" RJ";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";594900;594900
2007;" RO";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";73060;73060
2007;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";1751970;1751970
2007;" RS";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";3638592;3632992
2007;" RS";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";59619;59619
2007;" RS";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";45865;45865
2007;" RS";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";1018124;1018124
2007;" RS";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";108750;108750
2007;" RS";"PEQUENA";"PROCAPCRED";"Automáticas (Indiretas)";"2451";10000;10000
2007;" SC";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";1237182;1237182
2007;" SC";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";109260;109260
2007;" SC";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";650972;650972
2007;" SC";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";178000;178000
2007;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2007;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";14070773;14070773
2007;" SP";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";842300;842300
2007;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";2000000;2000000
2007;" SP";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";514035;514000
2007;" SP";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";88000;88000
2007;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";195000;195000
2007;" SP";"MÉDIA";"MODERMAQ";"Automáticas (Indiretas)";"2451";387990;387990
2007;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";2000000;2000000
2007;" SP";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";450880;450880
2007;" SP";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2006;" AM";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";102150;102150
2006;" AM";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";148289;148289
2006;" BA";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";308300;308300
2006;" CE";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";87000;87000
2006;" ES";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";394320;394320
2006;" MG";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";612000;612000
2006;" MG";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1138108;1138108
2006;" MG";"MICRO";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";86000;86000
2006;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";44000;44000
2006;" MG";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";56809;56809
2006;" MG";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1600000;1600000
2006;" MG";"PEQUENA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";297000;297000
2006;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";144000;144000
2006;" PR";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";701500;701500
2006;" PR";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";3368777;3366777
2006;" PR";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";210400;210400
2006;" RJ";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";418628;418628
2006;" RJ";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";70992;70992
2006;" RS";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";882451;882451
2006;" RS";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1257047;1253547
2006;" SC";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1153594;1153594
2006;" SC";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1607188;1607188
2006;" SC";"PEQUENA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2006;" SC";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";78615;78615
2006;" SP";"GRANDE";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";5658700;5658700
2006;" SP";"GRANDE";"MODERMAQ";"Automáticas (Indiretas)";"2451";208001;208001
2006;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1886944;1650944
2006;" SP";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";150328;83893
2006;" SP";"MÉDIA";"AQUISIÇÃO DE BENS DE CAPITAL: INDÚSTRIA, COMÉRCIO E SERVIÇOS";"Automáticas (Indiretas)";"2451";240000;240000
2006;" SP";"MÉDIA";"BK AQUISIÇÃO E COMERCIALIZAÇÃO - DEMAIS";"Automáticas (Indiretas)";"2451";800000;800000
2006;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";694829;694829
2006;" SP";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";659002;659002
2005;" AM";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";100829;100829
2005;" MG";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";621319;621319
2005;" MG";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";85000;85000
2005;" MG";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";177164;177164
2005;" MG";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";2312906;2312906
2005;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";1365160;1365160
2005;" PE";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";207000;207000
2005;" PR";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";3892066;3882276
2005;" PR";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";91800;91800
2005;" PR";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";704000;704000
2005;" RJ";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";123635;123635
2005;" RS";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";6216007;6176378
2005;" RS";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";44000;44000
2005;" RS";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";227551;227551
2005;" RS";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";81598;81598
2005;" SC";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1044405;1044405
2005;" SC";"MICRO";"BNDES GIRO";"Automáticas (Indiretas)";"2451";100000;100000
2005;" SC";"MÉDIA";"BNDES GIRO";"Automáticas (Indiretas)";"2451";1856950;1856950
2005;" SC";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";674134;668080
2005;" SC";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";576000;576000
2005;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";5297757;5288157
2005;" SP";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";108000;108000
2005;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1220247;1220247
2005;" SP";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";243270;243270
2004;" AM";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";117965;117965
2004;" GO";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";104000;104000
2004;" MG";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";251120;248611
2004;" MG";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";121500;121500
2004;" MG";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1028957;1028957
2004;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";252000;252000
2004;" PR";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1012272;1012272
2004;" PR";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";780380;780380
2004;" PR";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";998867;998867
2004;" RJ";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";433998;429438
2004;" RN";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";52624;52624
2004;" RS";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";3778812;3774972
2004;" RS";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";55087;55087
2004;" RS";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1814517;1687878
2004;" RS";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";105360;105360
2004;" SC";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";421852;421852
2004;" SC";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";83600;83600
2004;" SC";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";387284;387284
2004;" SC";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";346000;346000
2004;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";2055928;2055928
2004;" SP";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";184260;184260
2004;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";3583087;3550267
2004;" SP";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";167024;165709
2003;" BA";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";90000;90000
2003;" ES";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";86400;86400
2003;" ES";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";29988;29988
2003;" GO";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";261900;261900
2003;" MG";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";207200;207200
2003;" MG";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1122101;1122101
2003;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";199080;197319
2003;" PE";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";141750;141750
2003;" PR";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";133140;133140
2003;" PR";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";2106380;2106380
2003;" PR";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";765000;765000
2003;" RJ";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";475175;475175
2003;" RJ";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";90720;90720
2003;" RS";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1437329;1435626
2003;" RS";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";460954;460954
2003;" RS";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";787476;787476
2003;" RS";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";1819954;1819954
2003;" SC";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";25200;25200
2003;" SC";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";695897;695897
2003;" SC";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";986512;986512
2003;" SC";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";592355;592355
2003;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";571535;571535
2003;" SP";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";516706;516706
2003;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";1803622;1797736
2003;" SP";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";2634692;2559580
2002;" CE";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";23000;23000
2002;" MG";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";1790296;1771596
2002;" MG";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";334299;334299
2002;" MG";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";37814;37814
2002;" PR";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";165000;165000
2002;" RJ";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";518676;518676
2002;" RS";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";408594;408594
2002;" RS";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";243392;243392
2002;" RS";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";216498;216498
2002;" RS";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";246778;246778
2002;" SC";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";8935965;8935965
2002;" SC";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";160800;160800
2002;" SC";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";295680;295680
2002;" SC";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";569701;569701
2002;" SP";"GRANDE";"OUTROS";"Automáticas (Indiretas)";"2451";748011;748011
2002;" SP";"MICRO";"OUTROS";"Automáticas (Indiretas)";"2451";75382;75382
2002;" SP";"MÉDIA";"OUTROS";"Automáticas (Indiretas)";"2451";407320;407320
2002;" SP";"PEQUENA";"OUTROS";"Automáticas (Indiretas)";"2451";1247163;1247163
